id,title,content,category,created_at,updated_at,tags,linked_to,importance_level,original_format,conversion_metadata
| 45  | 📜   | Leading Your Org on a Journey of Allyship                               | LinkedIn Learning                         | Feb 2021            | Diversity & Inclusion    |
| 46  | 📜   | Rolling Out a Diversity and Inclusion Training Program                  | LinkedIn Learning                         | Feb 2021            | Diversity & Inclusion    |
| 47  | 📜   | Supporting the Whole Self at Work, a Diversity and Inclusion Imperative | LinkedIn Learning                         | —                   | Diversity & Inclusion    |
| 48  | 📜   | Confronting Racism, with Robin DiAngelo                                 | LinkedIn Learning                         | —                   | Diversity & Inclusion    |
| 49  | 📜   | Unconscious Bias                                                        | LinkedIn Learning                         | —                   | Diversity & Inclusion    |
| 50  | 📜   | Diversity, Inclusion and Belonging                                      | LinkedIn Learning                         | —                   | Diversity & Inclusion    |
| 51  | 📜   | Gender and Sexuality                                                    | ILASS                                     | Sep 2018            | Diversity & Inclusion    |

---

### 📈 Summary by Type

| Type | Count |
|---|---|
| 🎓 Education | 25 |
| 📜 Certifications | 26 |
| **Total** | **51** |

### 📈 Summary by Category

| Category | Count |
|---|---|
| Diversity & Inclusion | 14 |
| Marketing | 11 |
| Psychology | 4 |
| Project Management | 3 |
| Professional Development | 3 |
| HR Management | 3 |
| Innovation | 3 |
| Health & Policy | 2 |
| Performance | 2 |
| Communication | 2 |
| Coaching | 1 |
| Arts | 1 |
| Design | 1 |
| Leadership | 1 |
| Education | 1 |
| Health & Wellness | 1 |
| Soft Skills | 1 |

---",professional,2026-05-10T01:39,,"professional, command, escola-conquer, finances, linkedin-learning, other-providers",,,md,
727370f6600f48ed8c445ff09e05e4c4,LinkedIn Profile - Education & Certifications pt-br,"# 📚 Perfil do LinkedIn - Formação e Certificações




---

## Índice

1. [🎓 Formação Acadêmica](#-formação-acadêmica)
2. [📜 Certificações](#-certificações)
   - [Escola Conquer](#escola-conquer)
   - [LinkedIn Learning](#linkedin-learning)
   - [Outros Provedores](#outros-provedores)

---

## 🎓 Formação Acadêmica

### Yale University

| **Curso** | Introduction to Psychology (Introdução à Psicologia) |
| --------- | ---------------------------------------------------- |
| **Ano**   | 2019                                                 |
| **Habilidades** | Comportamento Humano                           |

---

### USP - Universidade de São Paulo

#### Especialização em Diversidades e Inclusão Social em Direitos Humanos

| **Duração** | fev 2022 – ago 2022 |
| ----------- | ------------------- |

#### Educação Sexual, Saúde e Bem-Estar

| **Duração** | set 2024 – nov 2024          |
| ----------- | ---------------------------- |
| **Área**    | Saúde e Bem-Estar, Geral     |

---

### Federal University of Rio Grande do Sul (Universidade Federal do Rio Grande do Sul)

#### Política Nacional de Saúde Pública da População LGBTTQIA+

| **Duração** | 2019 – 2020 |
| ----------- | ----------- |

#### Comunicação para Todos: Ferramentas e Recursos

| **Duração** | nov 2021 |
| ----------- | -------- |

---

### Instituto Zayn

| **Formação**   | Pós-Graduação, Sexualidade Humana |
| -------------- | --------------------------------- |
| **Duração**    | out 2022 – ago 2023               |
| **Habilidades**| Comportamento Humano              |

---

### Faculdades Prominas

| **Formação**   | Pós-Graduação, Tecnologias em Comunicações Audiovisuais |
| -------------- | ------------------------------------------------------- |
| **Duração**    | out 2023 – fev 2024                                     |

---

### UNICV - Centro Universitário Cidade Verde

#### Licenciatura, Psicopedagogia

| **Duração** | 2018 – 2022                     |
| ----------- | ------------------------------- |
| **Habilidades** | Planejamento de Carreira, Comportamento Humano |

#### Bacharelado, Coaching em Desenvolvimento Humano

| **Duração** | ago 2021 – ago 2023 |
| ----------- | ------------------- |

#### Especialização em Carreira: Alta Performance, Melhoria de Performance

| **Duração** | mar 2022 – abr 2022 |
| ----------- | ------------------- |

---

### Harvard University

| **Curso** | Fotografia Digital |
| --------- | ------------------ |
| **Ano**   | 2014               |

---

### Senac Brasil

#### Gênero e Sexualidade, Diversidade e Inclusão
- **Nota:** Identidade de Gênero: Pessoas Transgênero

#### Inclusão de Pessoas com Deficiência, Diversidade e Inclusão

#### Educação Antirracismo

---

### Rock University

| **Curso**   | Copywriting (Redação Publicitária) |
| ----------- | ---------------------------------- |
| **Duração** | mar 2022                           |

---

### Unieducar - Universidade Corporativa

| **Curso** | Diversidade Humana, Discriminação e Igualdade de Oportunidades |
| --------- | -------------------------------------------------------------- |
| **Ano**   | 2020                                                           |
| **Habilidades** | Tecnologia Educacional                                     |

---

### Keep Learning School

#### Desconstruindo Apresentações, Inovação e Criatividade

| **Ano**   | 2020                   |
| --------- | ---------------------- |
| **Habilidades** | Tecnologia Educacional |

#### Zero Gravity Class, Reaprendizado Criativo

| **Ano**   | 2020                   |
| --------- | ---------------------- |
| **Habilidades** | Tecnologia Educacional |

---

### Solides HR Tech

| **Curso** | People Analytics (Análise de Pessoas) |
| --------- | ------------------------------------- |
| **Ano**   | 2020                                  |
| **Habilidades** | Tecnologia Educacional          |

---

### UXNOW

| **Curso** | Fundamentos de UX e UI |
| --------- | ---------------------- |
| **Ano**   | 2021                   |

---

### High Stakes Academy

| **Curso** | Propósito, Performance e Alta Produtividade, Desenvolvimento de Negócios |
| --------- | ------------------------------------------------------------------------ |
| **Ano**   | 2016                                                                     |
| **Habilidades** | Tecnologia Educacional                                              |

---

### Grupo Primo

| **Curso** | Publicidade e Criatividade, Publicidade |
| --------- | --------------------------------------- |

---

### Crescimentum

| **Curso**   | Coaching de Liderança |
| ----------- | --------------------- |
| **Duração** | nov 2021 – Presente   |
| **Habilidades** | Tecnologia Educacional |

---

### IBRASFOR

#### Psicologia e Diversidade Sexual

| **Duração** | nov 2023 – jan 2024 |
| ----------- | ------------------- |

#### Vulnerabilidade Biopsicossocial do Adolescente

| **Duração** | jan 2024 – fev 2024 |
| ----------- | ------------------- |

---

## 📜 Certificações

### Escola Conquer

| Certificação | Data de Emissão |
|--------------|-----------------|
| PNL (Programação Neurolinguística) | jun 2022 |
| Negociação e Influência | jun 2022 |
| Do R ao H: Um Novo Olhar para a Gestão de Pessoas | jun 2022 |
| Customer Experience (CX) (Experiência do Cliente) | jun 2022 |
| Growth Hacking 4.0: Como Implementar uma Cultura de Experimentação | jun 2022 |
| Metodologias Ágeis | jun 2022 |
| Metodologias Ágeis na Prática: Lean, Scrum e Squads | jun 2022 |
| Gestão da Inovação | jun 2022 |
| Estratégia de CRM e E-mail Marketing | jun 2022 |
| Growth Hacking 3.0: Do Investimento ao ROI | jun 2022 |
| Growth Hacking 2.0: Como Adquirir e Reter Novos Clientes | jun 2022 |
| Growth Hacking 1.0: Agindo com Pensamento de Growth | jun 2022 |
| Branding Avançado: Analisando a Eficiência da Sua Marca | jun 2022 |

---

### LinkedIn Learning

| Certificação | Data de Emissão |
|--------------|-----------------|
| Storytelling para Campanhas Publicitárias | mar 2022 |
| Marketing: Copywriting para Mídias Sociais | mar 2022 |
| Comunicando-se com Empatia | mar 2021 |
| Business Partner (Parceiro de Negócios) - Crescimentum | abr 2021 |
| Facilitação Digital e Online - Crescimentum | ago 2021 |
| Assistência a Pessoas LGBTQIA+: Processos e Recepções - All Out | set 2021 |
| Liderando Sua Organização em uma Jornada de Aliança | fev 2021 |
| Implementando um Programa de Treinamento em Diversidade e Inclusão em Sua Empresa | fev 2021 |
| Apoiando o Ser Humano Integral no Trabalho, um Imperativo de Diversidade e Inclusão | — |
| Confrontando o Racismo, com Robin DiAngelo | — |
| Viés Inconsciente | — |
| Diversidade, Inclusão e Pertencimento | — |

---

### Outros Provedores

| Certificação | Provedor | Data de Emissão |
|--------------|----------|-----------------|
| Gênero e Sexualidade | ILASS | set 2018 |
| Política Nacional de Saúde Pública da População LGBTQIA+ | Federal University of Rio Grande do Sul | 2019 – 2020 |

---

## 📊 Estatísticas Resumidas

| Categoria | Quantidade |
|-----------|------------|
| **Instituições de Ensino** | 15+ |
| **Certificações da Escola Conquer** | 13 |
| **Certificações do LinkedIn Learning** | 12 |
| **Total de Certificações** | 27+ |

---

## 📋 Tabela Unificada de Formação e Certificações

| #   | Tipo | Programa / Certificação                                              | Provedor                                  | Duração / Data      | Categoria                    |
| --- | ---- | -------------------------------------------------------------------- | ----------------------------------------- | ------------------- | ---------------------------- |
| 1   | 🎓   | Introduction to Psychology (Introdução à Psicologia)                 | Yale University                           | 2019                | Psicologia                   |
| 2   | 🎓   | Especialização em Diversidades e Inclusão Social em Direitos Humanos | USP - Universidade de São Paulo           | fev 2022 – ago 2022 | Direitos Humanos             |
| 3   | 🎓   | Educação Sexual, Saúde e Bem-Estar                                   | USP - Universidade de São Paulo           | set 2024 – nov 2024 | Saúde e Bem-Estar            |
| 4   | 🎓   | Política Nacional de Saúde Pública da População LGBTTQIA+            | Federal University of Rio Grande do Sul   | 2019 – 2020         | Saúde e Políticas Públicas   |
| 5   | 🎓   | Comunicação para Todos: Ferramentas e Recursos                       | Federal University of Rio Grande do Sul   | nov 2021            | Comunicação                  |
| 6   | 🎓   | Pós-Graduação, Sexualidade Humana                                    | Instituto Zayn                            | out 2022 – ago 2023 | Psicologia                   |
| 7   | 🎓   | Pós-Graduação, Tecnologias em Comunicações Audiovisuais              | Faculdades Prominas                       | out 2023 – fev 2024 | Comunicação                  |
| 8   | 🎓   | Licenciatura, Psicopedagogia                                         | UNICV - Centro Universitário Cidade Verde | 2018 – 2022         | Educação                     |
| 9   | 🎓   | Bacharelado, Coaching em Desenvolvimento Humano                      | UNICV - Centro Universitário Cidade Verde | ago 2021 – ago 2023 | Coaching                     |
| 10  | 🎓   | Especialização em Carreira: Alta Performance                         | UNICV - Centro Universitário Cidade Verde | mar 2022 – abr 2022 | Performance                  |
| 11  | 🎓   | Fotografia Digital                                                   | Harvard University                        | 2014                | Artes                        |
| 12  | 🎓   | Gênero e Sexualidade, Diversidade e Inclusão                         | Senac Brasil                              | —                   | Diversidade e Inclusão       |
| 13  | 🎓   | Inclusão de Pessoas com Deficiência, Diversidade e Inclusão          | Senac Brasil                              | —                   | Diversidade e Inclusão       |
| 14  | 🎓   | Educação Antirracismo                                                | Senac Brasil                              | —                   | Diversidade e Inclusão       |
| 15  | 🎓   | Copywriting (Redação Publicitária)                                   | Rock University                           | mar 2022            | Marketing                    |
| 16  | 🎓   | Diversidade Humana, Discriminação e Igualdade de Oportunidades       | Unieducar - Universidade Corporativa      | 2020                | Diversidade e Inclusão       |
| 17  | 🎓   | Desconstruindo Apresentações, Inovação e Criatividade                | Keep Learning School                      | 2020                | Inovação                     |
| 18  | 🎓   | Zero Gravity Class, Reaprendizagem Criativa                          | Keep Learning School                      | 2020                | Inovação                     |
| 19  | 🎓   | People Analytics                                                     | Solides HR Tech                           | 2020                | Gestão de Pessoas            |
| 20  | 🎓   | Fundamentos de UX e UI                                               | UXNOW                                     | 2021                | Design                       |
| 21  | 🎓   | Propósito, Performance e Alta Produtividade                          | High Stakes Academy                       | 2016                | Performance                  |
| 22  | 🎓   | Publicidade e Criatividade                                           | Grupo Primo                               | —                   | Marketing                    |
| 23  | 🎓   | Coaching de Liderança                                                | Crescimentum                              | nov 2021 – Presente | Liderança                    |
| 24  | 🎓   | Psicologia e Diversidade Sexual                                      | IBRASFOR                                  | nov 2023 – jan 2024 | Psicologia                   |
| 25  | 🎓   | Vulnerabilidade Biopsicossocial do Adolescente                       | IBRASFOR                                  | jan 2024 – fev 2024 | Psicologia                   |
| 26  | 📜   | PNL (Programação Neurolinguística)                                   | Escola Conquer                            | jun 2022            | Desenvolvimento Profissional |
| 27  | 📜   | Negociação e Influência                                              | Escola Conquer                            | jun 2022            | Desenvolvimento Profissional |
| 28  | 📜   | Do R ao H: Um Novo Olhar para a Gestão de Pessoas                    | Escola Conquer                            | jun 2022            | Gestão de Pessoas            |
| 29  | 📜   | Customer Experience (CX)                                             | Escola Conquer                            | jun 2022            | Marketing                    |
| 30  | 📜   | Growth Hacking 4.0                                                   | Escola Conquer                            | jun 2022            | Marketing                    |
| 31  | 📜   | Metodologias Ágeis                                                   | Escola Conquer                            | jun 2022            | Gestão de Projetos           |
| 32  | 📜   | Metodologias Ágeis na Prática: Lean, Scrum e Squads                  | Escola Conquer                            | jun 2022            | Gestão de Projetos           |
| 33  | 📜   | Gestão da Inovação                                                   | Escola Conquer                            | jun 2022            | Inovação                     |
| 34  | 📜   | Estratégia de CRM e E-mail Marketing                                 | Escola Conquer                            | jun 2022            | Marketing                    |
| 35  | 📜   | Growth Hacking 3.0: Do Investimento ao ROI                           | Escola Conquer                            | jun 2022            | Marketing                    |
| 36  | 📜   | Growth Hacking 2.0: Como Adquirir e Reter Novos Clientes             | Escola Conquer                            | jun 2022            | Marketing                    |
| 37  | 📜   | Growth Hacking 1.0: Agindo com Pensamento de Growth                  | Escola Conquer                            | jun 2022            | Marketing                    |
| 38  | 📜   | Branding Avançado: Analisando a Eficiência da Sua Marca              | Escola Conquer                            | jun 2022            | Marketing                    |
| 39  | 📜   | Storytelling para Campanhas Publicitárias                            | LinkedIn Learning                         | mar 2022            | Marketing                    |
| 40  | 📜   | Marketing: Copywriting para Mídias Sociais                           | LinkedIn Learning                         | mar 2022            | Marketing                    |
| 41  | 📜   | Comunicando-se com Empatia                                           | LinkedIn Learning                         | mar 2021            | Habilidades Comportamentais  |
| 42  | 📜   | Business Partner (Parceiro de Negócios)                              | Crescimentum                              | abr 2021            | Gestão de Pessoas            |
| 43  | 📜   | Facilitação Digital e Online                                         | Crescimentum                              | ago 2021            | Desenvolvimento Profissional |
| 44  | 📜   | Assistência a Pessoas LGBTQIA+: Processos e Recepções                | All Out                                   | set 2021            | Diversidade e Inclusão       |
| 45  | 📜   | Liderando Sua Organização em uma Jornada de Aliança                  | LinkedIn Learning                         | fev 2021            | Diversidade e Inclusão       |
| 46  | 📜   | Implementando um Programa de Treinamento em Diversidade e Inclusão   | LinkedIn Learning                         | fev 2021            | Diversidade e Inclusão       |
| 47  | 📜   | Apoiando o Ser Humano Integral no Trabalho                           | LinkedIn Learning                         | —                   | Diversidade e Inclusão       |
| 48  | 📜   | Confrontando o Racismo, com Robin DiAngelo                           | LinkedIn Learning                         | —                   | Diversidade e Inclusão       |
| 49  | 📜   | Viés Inconsciente                                                    | LinkedIn Learning                         | —                   | Diversidade e Inclusão       |
| 50  | 📜   | Diversidade, Inclusão e Pertencimento                                | LinkedIn Learning                         | —                   | Diversidade e Inclusão       |
| 51  | 📜   | Gênero e Sexualidade                                                 | ILASS                                     | set 2018            | Diversidade e Inclusão       |

---

### 📈 Resumo por Tipo

| Tipo | Quantidade |
|------|------------|
| 🎓 Formação Acadêmica | 25 |
| 📜 Certificações | 26 |
| **Total** | **51** |

### 📈 Resumo por Categoria

| Categoria | Quantidade |
|-----------|------------|
| Diversidade e Inclusão | 14 |
| Marketing | 11 |
| Psicologia | 4 |
| Gestão de Projetos | 3 |
| Desenvolvimento Profissional | 3 |
| Gestão de Pessoas | 3 |
| Inovação | 3 |
| Saúde e Políticas Públicas | 2 |
| Performance | 2 |
| Comunicação | 2 |
| Coaching | 1 |
| Artes | 1 |
| Design | 1 |
| Liderança | 1 |
| Educação | 1 |
| Saúde e Bem-Estar | 1 |
| Habilidades Comportamentais | 1 |

---",professional,2026-05-10T01:39,,"professional, command, escola-conquer, finances, linkedin-learning, outros-provedores",,,md,
cf400bb66eb941d8b409c5be616ad535,LinkedIn Profile Data,"## Basic Information

| Field | Value |
|-------|-------|
| **Name** | Paulo Rezende |
| **Headline** | CEO Uprise \| CMO DiverCidade \| President Director at UmMaisUm (NGO) |
| **Location** | Campinas, São Paulo, Brazil |
| **Phone** | +55 21 9 6639-4764 |
| **Email** | pfrezendehs@icloud.com |
| **LinkedIn** | [linkedin.com/in/paulofabio](https://www.linkedin.com/in/paulofabio) |

---

## Professional Summary

As **CSMO (Chief Strategy and Marketing Officer)** of DiverCidade, my focus is to support companies in developing their best selves within the themes of human development, diversity, and communication.

For someone who came out of the most violent favela in their city, I've learned a lot on my journey here, especially about how to deal with people and their potential.

On my journey in the corporate world, I was able to perceive the huge gap that exists between wanting to communicate what you want and actually succeeding in communicating it, especially in the diversity world. That's why I've chosen to inhabit the ""in-between worlds"" of communication, diversity, and neuroscience applied to human development.

Today, with my company DiverCidade, I can use my personal, academic, and professional journey to influence the corporate world so that it reaches its maximum potential in a healthy, safe, and inclusive way.

---

## Core Competencies

### Human Development & Leadership
- Diversity, Inclusion and Belonging
- Leading Your Org on a Journey of Allyship
- Customer Experience (CX)
- Sustainable Development

### Specialized Expertise
- Applied Neuroscience
- Sexology & Sexual Education
- Psychotherapy
- Inclusive Communication

### Compliance & Regulation
- National Public Health Policy for the LGBTTQIA+ Population

### Education & Technology
- Educational Technology
- Cryptocurrency
- Innovation Management

---

## Professional Experience

### DiverCidade
**Duration:** 2 years 11 months

#### President of Uprise by DiverCidade
- **Duration:** November 2023 - Present (2 years 5 months)
- **Location:** São Paulo, Brazil

#### Diversity Project Manager
- **Duration:** May 2023 - Present (2 years 11 months)
- **Location:** São Paulo, Brazil

**Key Responsibilities:**
- Ideation and creation of the **DiverCidade HUB**, an innovation and social impact center aimed at promoting diversity, inclusion, and equity in companies and communities
- Development of strategies and programs focused on the inclusion of underrepresented groups, such as Black people, women, LGBTQIAPN+, PWDs, and other minorities, in the labor market and entrepreneurship projects
- Leadership in building strategic partnerships with companies, non-governmental organizations, and educational institutions to foster diversity and social impact projects
- Creation and management of literacy and capacity-building projects for professionals and organizations, promoting inclusive practices and diversity culture
- Development of mentoring and development programs for leaders and entrepreneurs, focusing on driving business and careers for people from diverse groups
- Conducting events, workshops, and meetings to foster knowledge exchange, networking, and collaborative solutions to diversity and inclusion challenges
- Setting and monitoring social and economic impact indicators for HUB-developed projects, ensuring measurement of results and value generation for society

---

### Volkswagen Brasil
**Diversity Project Manager**
- **Duration:** June 2024 - Present (1 year 10 months)
- **Location:** São Paulo, Brazil
- Development of Diversity, Inclusion, and ESG Projects through DiverCidade HUB

---

### Rock in Rio
**Diversity Project Manager**
- **Duration:** September 2023 - Present (2 years 7 months)
- **Location:** São Paulo, Brazil
- Development of Diversity, Inclusion, and ESG Projects through DiverCidade HUB

---

### FAAP - Fundação Armando Alvares Penteado
**Postgraduate Professor**
- **Duration:** September 2023 - September 2024 (1 year 1 month)
- **Location:** São Paulo, Brazil

---

### Base Social
**Tech Community and Diversity Manager**
- **Duration:** September 2017 - December 2023 (6 years 4 months)
- **Location:** Greater Campinas

**Key Responsibilities:**
- Creation and development of a diversity network focused on promoting inclusion and strengthening Black people in the corporate environment
- Structuring and managing social projects focused on racial equity, ensuring positive impact in served communities
- Articulation with strategic partners and institutions to enhance racial inclusion and diversity initiatives
- Conducting capacity-building and development programs for Black people, promoting access to job opportunities and professional growth
- Developing educational content and awareness campaigns on topics related to racial diversity
- Monitoring social impact and diversity indicators, proposing continuous improvements and strategic innovations

---

### SX Tools
**Diversity Project Manager**
- **Duration:** March 2023 - June 2023 (4 months)
- **Location:** Piracicaba, São Paulo, Brazil

**Key Responsibilities:**
- Development and implementation of Diversity and Inclusion (D&I) strategies aligned with organizational culture, promoting an inclusive and welcoming environment
- Creation and management of corporate culture projects and employee engagement, ensuring team alignment with company values
- Planning and execution of Endomarketing campaigns, focused on internal communication and employer branding strengthening
- Production of content and materials for internal communication, including newsletters, videos, infographics, and internal campaigns, aiming at continuous employee engagement
- Monitoring engagement and employee satisfaction indicators, proposing improvements to strengthen organizational culture

---

### Hackspace
**Diversity and Inclusion Manager**
- **Duration:** January 2018 - May 2023 (5 years 5 months)

**Key Responsibilities:**
- Strategic consulting for the creation and implementation of diversity and inclusion projects across various company areas
- Development of policies and practices aimed at promoting gender, racial, and other diversity dimensions within the organization
- Advisory support to leadership and HR teams in creating capacity-building and awareness programs on diversity and inclusion
- Development and execution of strategies to promote an inclusive work environment based on respect, belonging, and equal opportunities for all
- Monitoring diversity and inclusion indicators, proposing adjustments to internal practices and processes to ensure effectiveness and positive impact
- Management of projects aimed at including underrepresented groups in the labor market, such as Black people, women, and people with disabilities
- Promotion of partnerships with external organizations to strengthen the diversity and inclusion network and ensure project success

---

### FourAll
**Duration:** 10 months

#### Diversity and Inclusion Specialist
- **Duration:** June 2022 - March 2023 (10 months)
- Responsible for developing HR projects with focus on diversity and inclusion, humanized management, and high performance

#### Social Media Content Creator & Branding Specialist
- **Duration:** June 2022 - March 2023 (10 months)
- Responsible for designing the consulting firm's Branding strategy with the objective of increasing social media performance evaluated with the advertising agency

---

### Grupo EcoRodovias
**Diversity, Equity and Inclusion & Employer Branding Specialist**
- **Duration:** May 2021 - June 2022 (1 year 2 months)
- **Location:** São Paulo, Brazil

**Key Responsibilities:**
- Development and execution of strategies related to diversity, inclusion, belonging, and organizational culture
- Structuring and managing internal projects focused on diversity, social impact, and inclusion
- Support for HR and Employer Branding initiatives, promoting engagement and serving as an ambassador for Diversity and Employer Branding topics
- Support to the communication team in creating materials, scripts, and content for external media, aligned with EVP (Employee Value Proposition)
- Creation of development pathways and materials on diversity and inclusion for the corporate university
- Establishment and strengthening of partnerships with external organizations aimed at the area's objectives
- Monitoring indicators and reports, proposing innovative solutions and tracking market trends

---

### Crescimentum
**Duration:** 8 months

#### Diversity Committee Coordinator
- **Duration:** April 2021 - August 2021 (5 months)
- Responsible for the entire design, planning, and operation of the company's Diversity Committee
- Recruits and integrates members, aligning the company's diversity goals and objectives
- Development of educational materials and training for members

#### Diversity, Equity and Inclusion Consultant
- **Duration:** April 2021 - August 2021 (5 months)
- Responsible for designing diversity strategies and their various implementations
- Advisory support to the board and company leadership

#### Employee Experience & Employer Branding Specialist
- **Duration:** January 2021 - April 2021 (4 months)
- **Location:** São Paulo, Brazil
- Leadership member responsible for structuring and maintaining the best employee journey
- Designs diversity projects, internal communication, and Employer Branding structure
- Social media presence and participation
- Oversight and restructuring of employee mental health programs
- Responsible for the entire Recruitment and Selection process, onboarding, and employee integration maintenance
- Evaluation and production of educational and informational materials on management, diversity, mental health, psychological safety, and human technology innovation

---

### Ambev
**Talent Acquisition - Employer Branding and Attraction Analyst**
- **Duration:** August 2020 - January 2021 (6 months)
- **Location:** Jaguariúna, São Paulo, Brazil

**Key Responsibilities:**
- Leadership in optimizing the national recruitment system, improving HR processes and technologies
- Continuous updating of systems and methodologies, focused on efficiency and results
- Development and execution of Brand Awareness and Brand Reputation strategies, positioning the company as a prominent employer
- Reduction of recruitment SLA (Service Level Agreement), accelerating processes and ensuring higher quality in hiring
- Focus on attracting qualified candidates aligned with the People and Management teams' demands
- Collaboration with communication and marketing areas to strengthen candidate experience and reinforce employer brand

**Results and Impacts:**
- Increased recruitment efficiency with reduced timelines and improved candidate quality
- Strengthened employer brand in the market, resulting in greater attraction of qualified talent
- Implementation of innovative recruitment and selection practices aligned with best HR trends

---

### Reportagem Social
**Social Media Marketing Consultant**
- **Duration:** July 2019 - December 2020 (1 year 6 months)
- **Location:** Rio de Janeiro, Brazil
- Preparation of materials, equipment maintenance and distribution
- Photo capture and file collection, plus image post-processing
- Sales support and customer service
- Responsible for cost management and accounts receivable
- Proposal development and contract management
- Social media coordination, content production, and social media campaign management
- Execution of promotions, responses to comments and messages

---

### Olhinzu
**Graphic Designer**
- **Duration:** January 2016 - May 2019 (3 years 5 months)
- **Location:** Rio de Janeiro, Brazil

---

### Top Rock Radio
**Video and Podcast Consultant**
- **Duration:** 2018 - 2019 (1 year)
- **Location:** Niterói, Rio de Janeiro
- Assistant for Planet Rock radio, promoted by the Miranda Barroso Teaching Group
- Promotion of debates, creation of educational themes, and production of audiovisual content

---


### 📚 Related Resources

- [[Linkedin Profile]]
- [[CV - Paulo Rezende - Program Manager]]
- [[Your-Path-Clinical-Sexual-Therapy]]

## Academic Training

### Specialized Courses

| Institution | Course | Duration |
|-------------|--------|----------|
| **Yale University** | Introduction to Psychology | 2019 |
| **USP - University of São Paulo** | Specialization in Diversity and Social Inclusion in Human Rights | February - August 2022 |
| **USP - University of São Paulo** | Sexual Education, Health and Wellness, General | September - November 2024 |
| **Federal University of Rio Grande do Sul** | National Public Health Policy for the LGBTTQIA+ Population | 2019 - 2020 |
| **Federal University of Rio Grande do Sul** | Communication for All: Tools and Resources | November 2021 |

---

## Additional Information

### Personal Insight
Paulo identifies himself as ""PF Rezende, alias 'Ready Meal'"" and, despite considering himself a ""dramatic artist (one could say pessimist) by nature,"" he carries a strong desire for social impact. His life is proof that it is possible to create resources and success from a difficult beginning, using his story to influence the corporate world to be more healthy, safe, and inclusive. His orbit, despite apparently distant paths, has always been centered on **people**.

### Current Leadership Positions
- **Founding Partner** at **ESGX** (since Sep/2024)
- **CSMO (Chief Strategy and Marketing Officer)** at **DiverCidade Hub**
- **CEO** of **Uprise Creative Agency** (since Nov/2023)
- **President Director** at **UmMaisUm (NGO)**

---

*Document compiled from existing profile data. Note: Direct LinkedIn scraping was blocked by LinkedIn's anti-scraping protections.*",professional,2026-05-10T01:39,,"professional, command, finances",,,md,
ec2013ad3c234ae98323b0d3afbf9e68,LinkedIn Profile,"PDF document: LinkedIn Profile.pdf
Path: /Users/paulorezende/Documents/Personal_AI_powerhouse updated/personal-ai-space/command/finances/LinkedIn Profile.pdf",professional,2026-05-21T18:20:38.516746+00:00,,"professional, pdf",,,pdf,
